,Unnamed: 0,id,sq_mt_built,n_rooms,n_bathrooms,rent_price,buy_price,buy_price_by_area,title,subtitle,raw_address,street_name,floor,is_floor_under,neighborhood_id,house_type_id,is_new_development,has_lift,is_exterior,energy_certificate,is_exact_address_hidden,is_renewal_needed
0,0.0,21742.0,64.0,2.0,1.0,471.0,85000.0,1328.0,"Piso en venta en calle de Godella, 64","San Cristóbal, Madrid","Calle de Godella, 64",Calle de Godella,3.0,False,,,False,False,True,D,False,False
1,1.0,21741.0,70.0,3.0,1.0,666.0,129900.0,1856.0,Piso en venta en calle de la del Manojo de Rosas,"Los Ángeles, Madrid",Calle de la del Manojo de Rosas,Calle de la del Manojo de Rosas,4.0,False,,,False,True,True,en trámite,True,True
2,2.0,21740.0,94.0,2.0,2.0,722.0,144247.0,1535.0,"Piso en venta en calle del Talco, 68","San Andrés, Madrid","Calle del Talco, 68",Calle del Talco,1.0,False,,,False,True,True,no indicado,False,False
3,3.0,21739.0,64.0,2.0,1.0,583.0,109900.0,1717.0,Piso en venta en calle Pedro Jiménez,"San Andrés, Madrid",Calle Pedro Jiménez,Calle Pedro Jiménez,,True,,,False,True,True,en trámite,True,False
4,4.0,21738.0,108.0,2.0,2.0,1094.0,260000.0,2407.0,Piso en venta en carretera de Villaverde a Vallecas,"Los Rosales, Madrid",Carretera de Villaverde a Vallecas,Carretera de Villaverde a Vallecas,4.0,False,,,False,True,True,en trámite,True,False
5,5.0,21737.0,126.0,4.0,2.0,901.0,195000.0,1548.0,Piso en venta en geologia,"San Andrés, Madrid",geologia,geologia,3.0,False,,,False,False,True,en trámite,True,False
6,6.0,21736.0,120.0,5.0,2.0,884.0,190000.0,1583.0,Piso en venta en avenida Real de Pinto,"San Andrés, Madrid",Avenida Real de Pinto,Avenida Real de Pinto,1.0,False,,,False,False,True,F,True,False
7,7.0,21735.0,125.0,3.0,2.0,912.0,198500.0,1588.0,Piso en venta en San Andrés,"Villaverde, Madrid",Paseo de la Castellana,Paseo de la Castellana,2.0,False,,,False,False,True,no indicado,True,False
8,8.0,21734.0,84.0,3.0,2.0,954.0,212000.0,2524.0,Piso en venta en Butarque,"Villaverde, Madrid",Paseo de la Castellana,Paseo de la Castellana,1.0,False,,,False,True,True,F,True,False
9,9.0,21733.0,85.0,2.0,1.0,672.0,131400.0,1546.0,Piso en venta en calle de Martinez Oviol,"Los Rosales, Madrid",Calle de Martinez Oviol,Calle de Martinez Oviol,7.0,False,,,False,False,True,en trámite,True,True
10,10.0,21732.0,69.0,2.0,2.0,617.0,118000.0,1710.0,Piso en venta en De la Plata - Villaverde,"San Andrés, Madrid",De la Plata - Villaverde,De la Plata - Villaverde,2.0,False,,,False,False,True,en trámite,True,True
11,11.0,21731.0,122.0,3.0,2.0,1058.0,246900.0,2024.0,Piso en venta en Butarque,"Villaverde, Madrid",Paseo de la Castellana,Paseo de la Castellana,6.0,False,,,False,True,True,E,True,False
12,12.0,21730.0,123.0,3.0,2.0,901.0,195000.0,1585.0,"Piso en venta en calle de la Unanimidad, 67","Los Rosales, Madrid","Calle de la Unanimidad, 67",Calle de la Unanimidad,4.0,False,,,False,True,True,D,False,False
13,13.0,21729.0,109.0,3.0,2.0,933.0,205000.0,1881.0,"Piso en venta en calle de Anoeta, 63","Los Ángeles, Madrid","Calle de Anoeta, 63",Calle de Anoeta,3.0,False,,,False,True,True,E,False,False
14,14.0,21728.0,64.0,3.0,1.0,408.0,72000.0,1125.0,Piso en venta en calle GODELLA,"San Cristóbal, Madrid",Calle GODELLA,Calle GODELLA,3.0,False,,,False,False,True,F,True,False
15,15.0,21727.0,115.0,3.0,1.0,780.0,160000.0,1391.0,Piso en venta en calle San Macario,"Los Rosales, Madrid",Calle San Macario,Calle San Macario,3.0,False,,,False,True,True,en trámite,True,False
16,16.0,21726.0,115.0,3.0,1.0,867.0,184900.0,1608.0,Piso en venta en Los Rosales,"Villaverde, Madrid",Paseo de la Castellana,Paseo de la Castellana,1.0,False,,,False,False,True,en trámite,True,False
17,17.0,21725.0,65.0,3.0,1.0,494.0,90000.0,1385.0,Piso en venta en Los Ángeles,"Villaverde, Madrid",Paseo de la Castellana,Paseo de la Castellana,4.0,False,,,False,False,True,en trámite,True,False
18,18.0,21724.0,75.0,3.0,1.0,666.0,129900.0,1732.0,Piso en venta en San Andrés,"Villaverde, Madrid",Paseo de la Castellana,Paseo de la Castellana,3.0,False,,,False,True,True,en trámite,True,True
19,19.0,21723.0,60.0,2.0,1.0,516.0,94900.0,1582.0,Piso en venta en San Cristóbal,"Villaverde, Madrid",Paseo de la Castellana,Paseo de la Castellana,,True,,,False,False,True,en trámite,True,False
20,20.0,21722.0,60.0,2.0,1.0,493.0,89900.0,1498.0,Piso en venta en San Andrés,"Villaverde, Madrid",Paseo de la Castellana,Paseo de la Castellana,2.0,False,,,False,False,True,en trámite,True,False
21,21.0,21721.0,95.0,4.0,2.0,724.0,144900.0,1525.0,Piso en venta en Los Ángeles,"Villaverde, Madrid",Paseo de la Castellana,Paseo de la Castellana,4.0,False,,,False,False,True,en trámite,True,False
22,22.0,21720.0,76.0,3.0,1.0,583.0,110000.0,1447.0,Piso en venta en San Andrés,"Villaverde, Madrid",Paseo de la Castellana,Paseo de la Castellana,2.0,False,,,False,False,True,en trámite,True,True
23,23.0,21719.0,51.0,2.0,1.0,508.0,93000.0,1824.0,Piso en venta en camino Leganés,"San Andrés, Madrid",Camino Leganés,Camino Leganés,,True,,,False,True,True,en trámite,True,False
24,24.0,21718.0,134.0,3.0,2.0,666.0,130000.0,970.0,Piso en venta en calle de las Islas,"San Andrés, Madrid",Calle de las Islas,Calle de las Islas,2.0,False,,,False,True,True,en trámite,True,False
25,25.0,21717.0,62.0,2.0,1.0,557.0,104000.0,1677.0,Piso en venta en calle de Parvillas Bajas,"San Andrés, Madrid",Calle de Parvillas Bajas,Calle de Parvillas Bajas,2.0,False,,,False,True,True,en trámite,True,False
26,26.0,21716.0,75.0,3.0,1.0,698.0,138000.0,1840.0,Piso en venta en COBALTO s/n,"San Andrés, Madrid",COBALTO s/n,Paseo de la Castellana,3.0,False,,,False,False,True,inmueble exento,False,False
27,27.0,21715.0,112.0,4.0,2.0,1148.0,280000.0,2500.0,Piso en venta en Butarque,"Villaverde, Madrid",Paseo de la Castellana,Paseo de la Castellana,2.0,False,,,False,True,True,B,True,False
28,28.0,21714.0,65.0,3.0,1.0,744.0,150000.0,2308.0,Piso en venta en calle Villajoyosa,"Los Rosales, Madrid",Calle Villajoyosa,Calle Villajoyosa,1.0,False,,,False,True,True,en trámite,True,True
29,29.0,21713.0,70.0,2.0,1.0,728.0,145900.0,2084.0,Piso en venta en paseo de Alberto Palacios,"San Andrés, Madrid",Paseo de Alberto Palacios,Paseo de Alberto Palacios,3.0,False,,,False,False,True,E,True,False
30,30.0,21712.0,75.0,1.0,1.0,505.0,92500.0,1233.0,Piso en venta en calle Laguna del Marquesado,"San Andrés, Madrid",Calle Laguna del Marquesado,Calle Laguna del Marquesado,1.0,False,,,False,True,True,en trámite,True,False
31,31.0,21711.0,123.0,3.0,2.0,1195.0,298000.0,2423.0,Piso en venta en carretera de Villaverde a Vallecas,"Los Rosales, Madrid",Carretera de Villaverde a Vallecas,Carretera de Villaverde a Vallecas,7.0,False,,,False,True,True,en trámite,True,False
32,32.0,21710.0,61.0,3.0,1.0,539.0,99900.0,1638.0,Piso en venta en camino Leganés,"San Andrés, Madrid",Camino Leganés,Camino Leganés,2.0,False,,,False,True,True,en trámite,True,False
33,33.0,21709.0,72.0,2.0,1.0,698.0,138000.0,1917.0,Piso en venta en San Andrés,"Villaverde, Madrid",Paseo de la Castellana,Paseo de la Castellana,3.0,False,,,False,False,True,en trámite,True,False
34,34.0,21708.0,61.0,3.0,1.0,539.0,100000.0,1639.0,"Piso en venta en Concepción de la Oliva, 21","Butarque, Madrid","Concepción de la Oliva, 21",Concepción de la Oliva,5.0,False,,,False,False,True,en trámite,False,False
35,35.0,21707.0,71.0,3.0,1.0,672.0,131400.0,1851.0,Piso en venta en San Neviano - Villaverde,"San Andrés, Madrid",San Neviano - Villaverde,San Neviano - Villaverde,1.0,False,,,False,False,True,en trámite,True,True
36,36.0,21706.0,87.0,3.0,1.0,521.0,96000.0,1103.0,Piso en venta en Los Rosales,"Villaverde, Madrid",Paseo de la Castellana,Paseo de la Castellana,2.0,False,,,False,False,True,E,True,True
37,37.0,21705.0,60.0,2.0,1.0,758.0,154000.0,2567.0,Piso en venta en paseo de Alberto Palacios,"San Andrés, Madrid",Paseo de Alberto Palacios,Paseo de Alberto Palacios,1.0,False,,,False,False,True,A,True,False
38,38.0,21704.0,78.0,4.0,1.0,731.0,146700.0,1881.0,Piso en venta en calle la Dolorosa,"Los Ángeles, Madrid",Calle la Dolorosa,Calle la Dolorosa,2.0,False,,,False,True,True,G,True,False
39,39.0,21703.0,52.0,1.0,1.0,505.0,92500.0,1779.0,Piso en venta en calle Encarnación Oviol,"Los Rosales, Madrid",Calle Encarnación Oviol,Calle Encarnación Oviol,1.0,False,,,False,False,True,G,True,False
40,40.0,21702.0,125.0,3.0,3.0,1135.0,275000.0,2200.0,Dúplex en venta en calle ESTEFANITA,"Butarque, Madrid",Calle ESTEFANITA,Calle ESTEFANITA,7.0,False,,,False,True,True,D,True,False
41,41.0,21701.0,75.0,0.0,1.0,465.0,83800.0,1117.0,Estudio en venta en calle Laguna del Marquesado,"San Andrés, Madrid",Calle Laguna del Marquesado,Calle Laguna del Marquesado,1.0,False,,,False,True,True,en trámite,True,False
42,42.0,21700.0,97.0,2.0,2.0,1111.0,266122.0,2744.0,"Piso en venta en calle Arroyo de la Bulera, 31","Butarque, Madrid","Calle Arroyo de la Bulera, 31",Calle Arroyo de la Bulera,,True,,,True,True,True,no indicado,False,False
43,43.0,21699.0,93.0,2.0,2.0,1004.0,228273.0,2455.0,"Piso en venta en calle Arroyo de la Bulera, 31","Butarque, Madrid","Calle Arroyo de la Bulera, 31",Calle Arroyo de la Bulera,7.0,False,,,True,True,True,no indicado,False,False
44,44.0,21698.0,103.0,4.0,2.0,823.0,171900.0,1669.0,Piso en venta en calle de la del Manojo de Rosas,"Los Ángeles, Madrid",Calle de la del Manojo de Rosas,Calle de la del Manojo de Rosas,1.0,False,,,False,True,True,en trámite,True,False
45,45.0,21697.0,83.0,2.0,2.0,1004.0,228273.0,2750.0,Ático en venta en Villaverde a perales,"Butarque, Madrid",Villaverde a perales,Villaverde a perales,7.0,False,,,False,True,True,en trámite,True,False
46,46.0,21696.0,45.0,2.0,1.0,471.0,85000.0,1889.0,Piso en venta en calle de Juan José Martínez Seco,"Los Rosales, Madrid",Calle de Juan José Martínez Seco,Calle de Juan José Martínez Seco,1.0,False,,,False,False,True,E,True,True
47,47.0,21695.0,120.0,3.0,2.0,1195.0,298000.0,2483.0,Piso en venta en carretera de Villaverde a Vallecas,"Los Rosales, Madrid",Carretera de Villaverde a Vallecas,Carretera de Villaverde a Vallecas,7.0,False,,,False,True,True,en trámite,True,False
48,48.0,21694.0,74.0,3.0,1.0,702.0,139000.0,1878.0,"Piso en venta en calle la del Soto del Parral, 59","Los Ángeles, Madrid","Calle la del Soto del Parral, 59",Calle la del Soto del Parral,1.0,False,,,False,False,True,no indicado,False,False
49,49.0,21693.0,125.0,3.0,2.0,1128.0,272500.0,2180.0,"Dúplex en venta en calle Estefanita, 6","Butarque, Madrid","Calle Estefanita, 6",Calle Estefanita,7.0,False,,,False,True,True,F,False,False
50,50.0,21692.0,126.0,4.0,2.0,1135.0,275000.0,2183.0,Piso en venta en calle Berrocal,"Butarque, Madrid",Calle Berrocal,Calle Berrocal,,True,,,False,True,True,en trámite,True,False
51,51.0,21691.0,158.0,3.0,2.0,1172.0,289000.0,1829.0,"Ático en venta en calle Euskalduna, 14","Butarque, Madrid","Calle Euskalduna, 14",Calle Euskalduna,4.0,False,,,False,True,True,en trámite,False,False
52,52.0,21690.0,65.0,2.0,1.0,604.0,115000.0,1769.0,Piso en venta en Los Rosales,"Villaverde, Madrid",Paseo de la Castellana,Paseo de la Castellana,1.0,False,,,False,False,True,G,True,False
53,53.0,21689.0,108.0,3.0,2.0,847.0,179000.0,1657.0,Piso en venta en calle Alcocer,"Los Ángeles, Madrid",Calle Alcocer,Calle Alcocer,4.0,False,,,False,True,True,en trámite,True,False
54,54.0,21688.0,62.0,2.0,1.0,638.0,123000.0,1984.0,Piso en venta en San Andrés,"Villaverde, Madrid",Paseo de la Castellana,Paseo de la Castellana,,True,,,False,True,True,E,True,False
55,55.0,21687.0,51.0,2.0,1.0,492.0,89500.0,1755.0,Piso en venta en calle Topacio,"Los Rosales, Madrid",Calle Topacio,Calle Topacio,3.0,False,,,False,False,True,en trámite,True,True
56,56.0,21686.0,112.0,3.0,2.0,1172.0,289000.0,2580.0,"Piso en venta en calle Calcio, 15","Butarque, Madrid","Calle Calcio, 15",Calle Calcio,3.0,False,,,False,True,True,E,False,False
57,57.0,21685.0,109.0,3.0,2.0,968.0,216278.0,1984.0,"Piso en venta en calle Camas, 2","Butarque, Madrid","Calle Camas, 2",Calle Camas,2.0,False,,,True,True,True,no indicado,False,False
58,58.0,21684.0,107.0,3.0,2.0,940.0,207503.0,1939.0,"Piso en venta en calle Camas, 2","Butarque, Madrid","Calle Camas, 2",Calle Camas,1.0,False,,,True,True,True,no indicado,False,False
59,59.0,21683.0,76.0,2.0,2.0,790.0,162793.0,2142.0,"Piso en venta en calle Camas, 2","Butarque, Madrid","Calle Camas, 2",Calle Camas,3.0,False,,,True,True,True,no indicado,False,False
60,60.0,21682.0,105.0,3.0,2.0,933.0,204999.0,1952.0,"Piso en venta en calle Camas, 2","Butarque, Madrid","Calle Camas, 2",Calle Camas,1.0,False,,,True,True,True,no indicado,False,False
61,61.0,21681.0,109.0,3.0,2.0,982.0,220879.0,2026.0,"Piso en venta en calle Camas, 2","Butarque, Madrid","Calle Camas, 2",Calle Camas,4.0,False,,,True,True,True,no indicado,False,False
62,62.0,21680.0,108.0,3.0,2.0,974.0,218258.0,2021.0,"Piso en venta en calle Camas, 2","Butarque, Madrid","Calle Camas, 2",Calle Camas,4.0,False,,,True,True,True,no indicado,False,False
63,63.0,21679.0,109.0,3.0,2.0,1014.0,231855.0,2127.0,"Piso en venta en calle Camas, 2","Butarque, Madrid","Calle Camas, 2",Calle Camas,,True,,,True,True,True,no indicado,False,False
64,64.0,21678.0,76.0,2.0,2.0,793.0,163397.0,2150.0,"Piso en venta en calle Camas, 2","Butarque, Madrid","Calle Camas, 2",Calle Camas,4.0,False,,,True,True,True,no indicado,False,False
65,65.0,21677.0,76.0,2.0,2.0,783.0,160759.0,2115.0,"Piso en venta en calle Camas, 2","Butarque, Madrid","Calle Camas, 2",Calle Camas,2.0,False,,,True,True,True,no indicado,False,False
66,66.0,21676.0,108.0,3.0,2.0,970.0,217169.0,2011.0,"Piso en venta en calle Camas, 2","Butarque, Madrid","Calle Camas, 2",Calle Camas,3.0,False,,,True,True,True,no indicado,False,False
67,67.0,21675.0,76.0,2.0,2.0,799.0,165208.0,2174.0,"Piso en venta en calle Camas, 2","Butarque, Madrid","Calle Camas, 2",Calle Camas,5.0,False,,,True,True,True,no indicado,False,False
68,68.0,21674.0,109.0,3.0,2.0,978.0,219775.0,2016.0,"Piso en venta en calle Camas, 2","Butarque, Madrid","Calle Camas, 2",Calle Camas,3.0,False,,,True,True,True,no indicado,False,False
69,69.0,21673.0,108.0,3.0,2.0,1011.0,230817.0,2137.0,"Piso en venta en calle Camas, 2","Butarque, Madrid","Calle Camas, 2",Calle Camas,,True,,,True,True,True,no indicado,False,False
70,70.0,21672.0,108.0,3.0,2.0,960.0,213722.0,1979.0,"Piso en venta en calle Camas, 2","Butarque, Madrid","Calle Camas, 2",Calle Camas,2.0,False,,,True,True,True,no indicado,False,False
71,71.0,21671.0,111.0,2.0,2.0,1011.0,230749.0,2079.0,"Ático en venta en calle Ganados del Salobral , 12","Butarque, Madrid","Calle Ganados del Salobral , 12",Calle Ganados del Salobral ,6.0,False,,,True,True,True,no indicado,False,False
72,72.0,21670.0,115.0,3.0,2.0,1020.0,233789.0,2033.0,"Piso en venta en calle Ganados del Salobral , 12","Butarque, Madrid","Calle Ganados del Salobral , 12",Calle Ganados del Salobral ,2.0,False,,,True,True,True,no indicado,False,False
73,73.0,21669.0,115.0,3.0,2.0,1011.0,230789.0,2007.0,"Piso en venta en calle Ganados del Salobral , 12","Butarque, Madrid","Calle Ganados del Salobral , 12",Calle Ganados del Salobral ,1.0,False,,,True,True,True,no indicado,False,False
74,74.0,21668.0,117.0,3.0,2.0,1050.0,244171.0,2087.0,"Piso en venta en calle Ganados del Salobral , 12","Butarque, Madrid","Calle Ganados del Salobral , 12",Calle Ganados del Salobral ,1.0,False,,,True,True,True,no indicado,False,False
75,75.0,21667.0,117.0,3.0,2.0,1048.0,243468.0,2081.0,"Piso en venta en calle Ganados del Salobral , 12","Butarque, Madrid","Calle Ganados del Salobral , 12",Calle Ganados del Salobral ,1.0,False,,,True,True,True,no indicado,False,False
76,76.0,21666.0,117.0,3.0,2.0,1052.0,244798.0,2092.0,"Piso en venta en calle Ganados del Salobral , 12","Butarque, Madrid","Calle Ganados del Salobral , 12",Calle Ganados del Salobral ,1.0,False,,,True,True,True,no indicado,False,False
77,77.0,21665.0,118.0,3.0,2.0,977.0,219235.0,1858.0,"Piso en venta en calle Ganados del Salobral , 12","Butarque, Madrid","Calle Ganados del Salobral , 12",Calle Ganados del Salobral ,1.0,False,,,True,True,True,no indicado,False,False
78,78.0,21664.0,115.0,3.0,2.0,1046.0,242789.0,2111.0,"Piso en venta en calle Ganados del Salobral , 12","Butarque, Madrid","Calle Ganados del Salobral , 12",Calle Ganados del Salobral ,5.0,False,,,True,True,True,no indicado,False,False
79,79.0,21663.0,97.0,4.0,1.0,666.0,130000.0,1340.0,Piso en venta en calle Parvillas Altas s/n,"San Andrés, Madrid",Calle Parvillas Altas s/n,Paseo de la Castellana,3.0,False,,,False,False,True,E,False,False
80,80.0,21662.0,106.0,3.0,2.0,1071.0,251569.0,2373.0,"Piso en venta en calle Arroyo de la Bulera, 31","Butarque, Madrid","Calle Arroyo de la Bulera, 31",Calle Arroyo de la Bulera,3.0,False,,,True,True,True,no indicado,False,False
81,81.0,21661.0,103.0,3.0,2.0,1025.0,235402.0,2285.0,"Piso en venta en calle Arroyo de la Bulera, 31","Butarque, Madrid","Calle Arroyo de la Bulera, 31",Calle Arroyo de la Bulera,3.0,False,,,True,True,True,no indicado,False,False
82,82.0,21660.0,103.0,3.0,2.0,1024.0,235172.0,2283.0,"Piso en venta en calle Arroyo de la Bulera, 31","Butarque, Madrid","Calle Arroyo de la Bulera, 31",Calle Arroyo de la Bulera,1.0,False,,,True,True,True,no indicado,False,False
83,83.0,21659.0,103.0,3.0,2.0,1027.0,236227.0,2293.0,"Piso en venta en calle Arroyo de la Bulera, 31","Butarque, Madrid","Calle Arroyo de la Bulera, 31",Calle Arroyo de la Bulera,5.0,False,,,True,True,True,no indicado,False,False
84,84.0,21658.0,114.0,3.0,2.0,1080.0,254710.0,2234.0,"Piso en venta en calle Arroyo de la Bulera, 31","Butarque, Madrid","Calle Arroyo de la Bulera, 31",Calle Arroyo de la Bulera,2.0,False,,,True,True,True,no indicado,False,False
85,85.0,21657.0,150.0,2.0,1.0,777.0,159000.0,1060.0," Chalet adosado en venta en calle Emilia Ballester, Madrid, 15","San Andrés, Madrid","Calle Emilia Ballester, Madrid, 15",Calle Emilia Ballester,1.0,False,,,False,True,True,F,False,True
86,86.0,21656.0,140.0,3.0,3.0,1128.0,272500.0,1946.0,"Dúplex en venta en calle Estefanita, 6","Butarque, Madrid","Calle Estefanita, 6",Calle Estefanita,7.0,False,,,False,True,True,D,False,False
87,87.0,21655.0,58.0,3.0,1.0,471.0,85000.0,1466.0,Piso en venta en calle del Estroncio,"Los Rosales, Madrid",Calle del Estroncio,Calle del Estroncio,2.0,False,,,False,False,True,E,True,False
88,88.0,21654.0,65.0,3.0,1.0,512.0,94000.0,1446.0,Piso en venta en calle Moncada,"San Cristóbal, Madrid",Calle Moncada,Calle Moncada,1.0,False,,,False,False,True,en trámite,True,False
89,89.0,21653.0,110.0,4.0,2.0,833.0,175000.0,1591.0,Piso en venta en calle de Martinez Oviol,"Los Rosales, Madrid",Calle de Martinez Oviol,Calle de Martinez Oviol,1.0,False,,,False,False,True,E,True,False
90,90.0,21652.0,173.0,4.0,2.0,1116.0,268000.0,1549.0,Piso en venta en Butarque,"Villaverde, Madrid",Paseo de la Castellana,Paseo de la Castellana,2.0,False,,,False,True,True,en trámite,True,False
91,91.0,21651.0,75.0,2.0,1.0,766.0,156000.0,2080.0,Ático en venta en San Andrés,"Villaverde, Madrid",Paseo de la Castellana,Paseo de la Castellana,3.0,False,,,False,True,True,en trámite,True,False
92,92.0,21650.0,90.0,1.0,1.0,861.0,183159.0,2035.0,"Ático en venta en calle Ganados del Salobral , 12","Butarque, Madrid","Calle Ganados del Salobral , 12",Calle Ganados del Salobral ,7.0,False,,,True,True,True,no indicado,False,False
93,93.0,21649.0,125.0,3.0,2.0,948.0,210000.0,1680.0,"Piso en venta en calle de la Generosidad, 16","Los Rosales, Madrid","Calle de la Generosidad, 16",Calle de la Generosidad,1.0,False,,,False,True,True,B,False,False
94,94.0,21648.0,58.0,2.0,1.0,471.0,85000.0,1466.0,Piso en venta en calle de Tordegrillos,"San Andrés, Madrid",Calle de Tordegrillos,Calle de Tordegrillos,,True,,,False,False,True,en trámite,True,False
95,95.0,21647.0,92.0,3.0,1.0,780.0,159900.0,1738.0,Piso en venta en avenida de la Verbena de la Paloma,"Los Ángeles, Madrid",Avenida de la Verbena de la Paloma,Avenida de la Verbena de la Paloma,6.0,False,,,False,True,True,en trámite,True,False
96,96.0,21646.0,70.0,2.0,1.0,613.0,117000.0,1671.0,"Piso en venta en paseo Alberto Palacios, 35","San Andrés, Madrid","Paseo Alberto Palacios, 35",Paseo Alberto Palacios,3.0,False,,,False,False,True,en trámite,False,False
97,97.0,21645.0,54.0,2.0,1.0,583.0,110000.0,2037.0,"Piso en venta en calle Doctor Pérez Domínguez, 2","San Andrés, Madrid","Calle Doctor Pérez Domínguez, 2",Calle Doctor Pérez Domínguez,2.0,False,,,False,False,True,E,False,False
98,98.0,21644.0,52.0,2.0,1.0,539.0,100000.0,1923.0,Piso en venta en Los Rosales,"Villaverde, Madrid",Paseo de la Castellana,Paseo de la Castellana,1.0,False,,,False,False,True,E,True,False
99,99.0,21643.0,108.0,3.0,1.0,705.0,140000.0,1296.0,Piso en venta en calle de los Cacereños,"San Andrés, Madrid",Calle de los Cacereños,Calle de los Cacereños,2.0,False,,,False,False,True,en trámite,True,False
100,100.0,21642.0,65.0,2.0,1.0,568.0,106500.0,1638.0,Piso en venta en calle de Campos Ibáñez,"Los Rosales, Madrid",Calle de Campos Ibáñez,Calle de Campos Ibáñez,3.0,False,,,False,False,True,no indicado,True,False
101,101.0,21641.0,102.0,3.0,2.0,656.0,127500.0,1250.0,Piso en venta en calle DIAMANTE,"Los Rosales, Madrid",Calle DIAMANTE,Calle DIAMANTE,3.0,False,,,False,False,True,en trámite,True,False
102,102.0,21640.0,80.0,2.0,1.0,736.0,148000.0,1850.0,Piso en venta en calle Transversal Sexta,"San Andrés, Madrid",Calle Transversal Sexta,Calle Transversal Sexta,3.0,False,,,False,True,True,en trámite,True,False
103,103.0,21639.0,108.0,2.0,1.0,933.0,205000.0,1898.0,Dúplex en venta en calle Canchal,"Butarque, Madrid",Calle Canchal,Calle Canchal,4.0,False,,,False,True,True,E,True,False
104,104.0,21638.0,80.0,3.0,2.0,979.0,220000.0,2750.0,Piso en venta en calle Diamante,"Los Rosales, Madrid",Calle Diamante,Calle Diamante,4.0,False,,,False,True,True,E,True,False
105,105.0,21637.0,16.0,3.0,1.0,600.0,114000.0,7125.0,Piso en venta en calle Platino,"Los Rosales, Madrid",Calle Platino,Calle Platino,1.0,False,,,False,False,True,E,True,False
106,106.0,21636.0,54.0,2.0,1.0,493.0,89900.0,1665.0,Piso en venta en calle Gómez Acebo,"San Andrés, Madrid",Calle Gómez Acebo,Calle Gómez Acebo,3.0,False,,,False,False,True,G,True,False
107,107.0,21635.0,70.0,2.0,2.0,948.0,210000.0,3000.0,Piso en venta en calle Pilar Lorengar,"Los Rosales, Madrid",Calle Pilar Lorengar,Calle Pilar Lorengar,4.0,False,,,False,True,True,E,True,False
108,108.0,21634.0,99.0,2.0,2.0,725.0,145000.0,1465.0,Piso en venta en calle Salsipuedes,"San Andrés, Madrid",Calle Salsipuedes,Calle Salsipuedes,,True,,,False,True,True,E,True,False
109,109.0,21633.0,123.0,4.0,2.0,1135.0,275000.0,2236.0,Piso en venta en avenida de la Felicidad,"Los Rosales, Madrid",Avenida de la Felicidad,Avenida de la Felicidad,3.0,False,,,False,True,True,no indicado,True,False
110,110.0,21632.0,64.0,3.0,1.0,557.0,104000.0,1625.0,Piso en venta en calle Escoriaza,"Los Ángeles, Madrid",Calle Escoriaza,Calle Escoriaza,5.0,False,,,False,False,True,en trámite,True,False
111,111.0,21631.0,107.0,3.0,2.0,1005.0,228629.0,2137.0,"Piso en venta en calle Camas, 2","Butarque, Madrid","Calle Camas, 2",Calle Camas,6.0,False,,,True,True,True,no indicado,False,False
112,112.0,21630.0,76.0,2.0,2.0,813.0,169021.0,2224.0,"Piso en venta en calle Camas, 2","Butarque, Madrid","Calle Camas, 2",Calle Camas,6.0,False,,,True,True,True,no indicado,False,False
113,113.0,21629.0,109.0,3.0,2.0,988.0,223022.0,2046.0,"Piso en venta en calle Camas, 2","Butarque, Madrid","Calle Camas, 2",Calle Camas,5.0,False,,,True,True,True,no indicado,False,False
114,114.0,21628.0,108.0,3.0,2.0,979.0,220072.0,2038.0,"Piso en venta en calle Camas, 2","Butarque, Madrid","Calle Camas, 2",Calle Camas,5.0,False,,,True,True,True,no indicado,False,False
115,115.0,21627.0,103.0,3.0,2.0,1026.0,235718.0,2289.0,"Piso en venta en calle Arroyo de la Bulera, 31","Butarque, Madrid","Calle Arroyo de la Bulera, 31",Calle Arroyo de la Bulera,6.0,False,,,True,True,True,no indicado,False,False
116,116.0,21626.0,103.0,3.0,2.0,1052.0,245000.0,2379.0,"Piso en venta en calle de las Viñas del Rio, 16","Butarque, Madrid","Calle de las Viñas del Rio, 16",Calle de las Viñas del Rio,1.0,False,,,True,True,True,no indicado,False,False
117,117.0,21625.0,143.0,3.0,2.0,1094.0,260000.0,1818.0,"Piso en venta en calle de las Viñas del Rio, 16","Butarque, Madrid","Calle de las Viñas del Rio, 16",Calle de las Viñas del Rio,,True,,,True,True,True,no indicado,False,False
118,118.0,21624.0,99.0,3.0,2.0,1024.0,235000.0,2374.0,"Piso en venta en calle de las Viñas del Rio, 16","Butarque, Madrid","Calle de las Viñas del Rio, 16",Calle de las Viñas del Rio,6.0,False,,,True,True,True,no indicado,False,False
119,119.0,21623.0,100.0,3.0,2.0,1024.0,235000.0,2350.0,"Piso en venta en calle de las Viñas del Rio, 16","Butarque, Madrid","Calle de las Viñas del Rio, 16",Calle de las Viñas del Rio,3.0,False,,,True,True,True,no indicado,False,False
120,120.0,21622.0,176.0,2.0,2.0,1108.0,265000.0,1506.0,"Piso en venta en calle de las Viñas del Rio, 16","Butarque, Madrid","Calle de las Viñas del Rio, 16",Calle de las Viñas del Rio,6.0,False,,,True,True,True,no indicado,False,False
121,121.0,21621.0,87.0,2.0,2.0,884.0,190000.0,2184.0,"Piso en venta en calle de las Viñas del Rio, 16","Butarque, Madrid","Calle de las Viñas del Rio, 16",Calle de las Viñas del Rio,2.0,False,,,True,True,True,no indicado,False,False
